concID,pollutantID,stationID,year,concentration,pctValid,measurementCode,population,exceededLimit
44885,BaP,DEBW084,2010,0.32,33.15,510,204381,0
44886,BaP,DEBW084,2011,0.24,33.15,510,204381,0
44887,BaP,DEBW084,2012,0.24,33.88,510,204381,0
49284,BaP,DEBW084,2013,0.22,NULL,NULL,NULL,0
44888,BaP,DEBW097,2006,0.40,99.99,510,13509,0
44889,BaP,DEBW098,2006,0.50,99.99,510,18867,0
44890,BaP,DEBW098,2008,0.43,33.88,510,18867,0
44891,BaP,DEBW098,2009,0.45,33.97,510,18867,0
44892,BaP,DEBW098,2010,0.40,33.15,510,18867,0
44893,BaP,DEBW098,2011,0.38,33.43,510,18867,0
44894,BaP,DEBW098,2012,0.39,33.33,510,18867,0
49302,BaP,DEBW098,2013,0.29,NULL,NULL,NULL,0
44895,BaP,DEBW099,2006,0.60,99.99,510,36536,0
44896,BaP,DEBW099,2008,0.50,33.33,510,18268,0
44897,BaP,DEBW099,2009,0.49,34.25,510,12179,0
44898,BaP,DEBW099,2010,0.45,33.43,510,12179,0
44899,BaP,DEBW099,2011,0.43,32.88,510,18268,0
44900,BaP,DEBW099,2012,0.39,33.61,510,18268,0
49268,BaP,DEBW099,2013,0.30,NULL,NULL,NULL,0
44901,BaP,DEBW107,2008,0.71,33.06,100,78070,0
44902,BaP,DEBW107,2009,0.77,33.43,100,78070,0
44903,BaP,DEBW107,2010,0.65,33.70,100,78070,0
44904,BaP,DEBW107,2011,0.42,32.88,100,78070,0
44905,BaP,DEBW107,2012,0.38,33.06,100,78070,0
49295,BaP,DEBW107,2013,0.28,NULL,NULL,NULL,0
44906,BaP,DEBW118,2009,0.67,100.00,100,12179,0
44907,BaP,DEBW118,2010,0.55,99.73,100,12179,0
44908,BaP,DEBW118,2011,0.47,33.15,100,18268,0
44909,BaP,DEBW118,2012,0.38,33.33,100,18268,0
49269,BaP,DEBW118,2013,0.46,NULL,NULL,NULL,0
44910,BaP,DEBW122,2008,0.54,33.33,100,13509,0
44911,BaP,DEBW122,2009,0.50,33.43,100,13509,0
44912,BaP,DEBW122,2010,0.48,33.43,100,13509,0
44913,BaP,DEBW122,2011,0.36,33.70,100,13509,0
44914,BaP,DEBW122,2012,0.38,32.79,100,13509,0
49285,BaP,DEBW122,2013,0.35,NULL,NULL,NULL,0
44915,BaP,DEBW136,2011,0.43,33.15,100,5160,0
44916,BaP,DEBW136,2012,0.40,32.79,100,5160,0
49296,BaP,DEBW136,2013,0.29,NULL,NULL,NULL,0
44917,BaP,DEBW147,2011,0.47,33.43,100,6430,0
44918,BaP,DEBW147,2012,0.45,33.61,100,6430,0
49311,BaP,DEBW147,2013,0.31,NULL,NULL,NULL,0
44919,BaP,DEBW152,2011,0.63,33.43,100,3786,0
49309,BaP,DEBW152,2013,0.42,NULL,NULL,NULL,0
44920,BaP,DEBY006,2008,0.48,83.29,100,16095,0
44921,BaP,DEBY006,2009,0.85,99.86,100,16095,0
44922,BaP,DEBY006,2010,0.82,99.86,100,16095,0
44923,BaP,DEBY006,2011,0.61,99.86,100,16095,0
44924,BaP,DEBY006,2012,0.48,99.86,100,16095,0
49286,BaP,DEBY006,2013,0.37,NULL,NULL,NULL,0
44925,BaP,DEBY033,2012,0.57,83.22,100,3769,0
44926,BaP,DEBY053,2008,0.40,83.29,100,30944,0
44927,BaP,DEBY053,2009,0.69,99.86,100,30944,0
44928,BaP,DEBY053,2010,0.72,99.86,100,30944,0
44929,BaP,DEBY053,2011,0.52,99.86,100,30944,0
44930,BaP,DEBY063,2012,0.64,83.22,100,7931,0
44931,BaP,DEBY076,2008,0.53,91.47,100,8256,0
44932,BaP,DEBY076,2009,0.70,99.86,100,8256,0
44933,BaP,DEBY076,2010,0.72,99.86,100,8256,0
44934,BaP,DEBY076,2011,0.57,99.86,100,8256,0
44935,BaP,DEBY099,2008,0.37,83.28,100,243497,0
44936,BaP,DEBY099,2009,0.60,99.86,100,243497,0
44937,BaP,DEBY099,2010,0.64,99.86,100,243497,0
44938,BaP,DEBY099,2011,0.52,99.86,100,243497,0
44939,BaP,DEBY099,2012,0.34,99.86,100,243497,0
49287,BaP,DEBY099,2013,0.41,NULL,NULL,NULL,0
44940,BaP,DEBY115,2008,0.54,50.25,100,78010,0
44941,BaP,DEBY115,2009,0.81,99.86,100,78010,0
44942,BaP,DEBY115,2010,0.83,99.86,100,78010,0
44943,BaP,DEBY115,2011,0.73,99.86,100,78010,0
44944,BaP,DEBY115,2012,0.51,99.86,100,78010,0
49262,BaP,DEBY115,2013,0.43,NULL,NULL,NULL,0
44945,BaP,DEBY119,2012,0.53,83.22,100,8256,0
49308,BaP,DEBY119,2013,0.47,NULL,NULL,NULL,0
44946,BaP,DEBY120,2012,0.58,83.22,100,30944,0
49277,BaP,DEBY120,2013,0.45,NULL,NULL,NULL,0
44947,BaP,DEHE020,2007,0.39,30.69,100,3155,0
44948,BaP,DEHE020,2008,0.48,32.24,100,3155,0
44949,BaP,DEHE020,2009,0.60,33.15,100,3155,0
44950,BaP,DEHE020,2010,0.43,32.88,100,3155,0
44951,BaP,DEHE020,2011,0.48,30.96,100,3155,0
44952,BaP,DEHE020,2012,0.51,32.51,100,3155,0
49299,BaP,DEHE020,2013,0.37,NULL,NULL,NULL,0
44953,BaP,DEHE036,2007,0.53,30.69,100,40709,0
44954,BaP,DEHE036,2008,0.56,33.33,100,40709,0
44955,BaP,DEHE036,2009,0.53,33.15,100,40709,0
44956,BaP,DEHE036,2010,0.45,32.33,100,40709,0
44957,BaP,DEHE036,2011,0.49,33.43,100,40709,0
44958,BaP,DEHE036,2012,0.43,33.06,100,40709,0
49265,BaP,DEHE036,2013,0.38,NULL,NULL,NULL,0
44959,BaP,DEHE037,2007,0.39,30.69,100,16968,0
44960,BaP,DEHE037,2008,0.40,33.33,100,16968,0
44961,BaP,DEHE037,2009,0.44,33.15,100,16968,0
44962,BaP,DEHE037,2010,0.39,33.15,100,16968,0
44963,BaP,DEHE037,2011,0.41,33.43,100,16968,0
44964,BaP,DEHE037,2012,0.31,32.24,100,16968,0
49281,BaP,DEHE037,2013,0.26,NULL,NULL,NULL,0
44965,BaP,DEHE049,2007,0.36,29.59,100,11923,0
44966,BaP,DEHE049,2008,0.43,33.06,100,11923,0
44967,BaP,DEHE049,2009,0.49,33.15,100,11923,0
44968,BaP,DEHE049,2010,0.39,33.43,100,11923,0
44969,BaP,DEHE049,2011,0.40,32.06,100,11923,0
44970,BaP,DEHE049,2012,0.35,32.51,100,11923,0
49306,BaP,DEHE049,2013,0.29,NULL,NULL,NULL,0
44971,BaP,DEHE059,2007,0.42,29.04,100,4201,0
44972,BaP,DEHE059,2008,0.51,33.33,100,4201,0
44973,BaP,DEHE059,2009,0.53,33.15,100,4201,0
44974,BaP,DEHE059,2010,0.49,30.96,100,4201,0
44975,BaP,DEHE059,2011,0.46,31.78,100,4201,0
44976,BaP,DEHE059,2012,0.41,32.79,100,4201,0
49297,BaP,DEHE059,2013,0.33,NULL,NULL,NULL,0
44977,BaP,DEHE096,2007,0.24,28.77,100,615892,0
44978,BaP,DEHE096,2008,0.27,33.33,100,615892,0
44979,BaP,DEHE096,2009,0.31,33.15,100,615892,0
44980,BaP,DEHE096,2010,0.26,33.15,100,615892,0
44981,BaP,DEHE096,2011,0.30,33.43,100,615892,0
44982,BaP,DEHE096,2012,0.26,33.06,100,615892,0
49266,BaP,DEHE096,2013,0.20,NULL,NULL,NULL,0
44983,BaP,DEHE097,2008,0.44,32.24,100,63564,0
44984,BaP,DEHE097,2009,0.45,33.15,100,63564,0
44985,BaP,DEHE097,2010,0.45,29.59,100,63564,0
44986,BaP,DEHE097,2011,0.42,32.88,100,63564,0
44987,BaP,DEHE097,2012,0.42,32.79,100,63564,0
44988,BaP,DEHH008,2007,0.13,91.46,100,1624885,0
44989,BaP,DEHH059,2009,0.17,95.21,100,1624885,0
44990,BaP,DEHH059,2010,0.18,94.66,100,1624885,0
44991,BaP,DEHH059,2011,0.17,91.11,100,1624885,0
44992,BaP,DEHH059,2012,0.18,95.49,100,1624885,0
49260,BaP,DEHH059,2013,0.16,NULL,NULL,NULL,0
44993,BaP,DEHH068,2008,0.31,88.74,100,107402,0
44994,BaP,DEHH068,2009,0.28,96.85,100,107402,0
44995,BaP,DEHH068,2010,0.30,88.37,100,107402,0
44996,BaP,DEHH068,2011,0.28,96.58,100,107402,0
44997,BaP,DEHH068,2012,0.27,96.59,100,107402,0
49261,BaP,DEHH068,2013,0.24,NULL,NULL,NULL,0
44998,BaP,DEMV002,2006,0.49,99.94,500,12362,0
44999,BaP,DEMV002,2007,0.41,66.53,500,12362,0
45000,BaP,DEMV006,2006,1.04,99.94,500,3631,1
45001,BaP,DEMV006,2007,0.70,66.53,500,3631,0
45002,BaP,DEMV006,2009,0.57,99.86,500,3631,0
45003,BaP,DEMV006,2010,0.61,49.51,500,3631,0
45004,BaP,DEMV022,2009,0.26,99.86,100,12362,0
45005,BaP,DEMV022,2010,0.44,99.86,100,12362,0
45006,BaP,DEMV022,2011,0.35,99.86,100,12362,0
45007,BaP,DEMV022,2012,0.19,99.86,100,12362,0
49294,BaP,DEMV022,2013,0.15,NULL,NULL,NULL,0
45008,BaP,DENI038,2007,0.20,53.65,100,156799,0
45009,BaP,DENI038,2008,0.21,85.68,100,156799,0
45010,BaP,DENI038,2009,0.29,92.58,100,156799,0
45011,BaP,DENI038,2011,0.33,60.37,100,156799,0
45012,BaP,DENI042,2007,0.44,26.80,100,114353,0
45013,BaP,DENI042,2008,0.18,46.10,100,114353,0
45014,BaP,DENI048,2007,0.31,61.34,100,32272,0
45015,BaP,DENI048,2008,0.43,17.70,100,32272,0
45016,BaP,DENI048,2011,0.45,99.13,100,32272,0
45017,BaP,DENI048,2012,0.37,97.48,100,32272,0
49276,BaP,DENI048,2013,0.29,NULL,NULL,NULL,0
45018,BaP,DENI054,2007,0.13,45.99,100,488247,0
45019,BaP,DENI054,2008,0.11,46.10,100,488247,0
45020,BaP,DENI067,2007,0.39,97.58,100,10364,0
45021,BaP,DENI067,2008,0.40,99.75,100,10364,0
45022,BaP,DENI067,2011,0.33,99.13,100,10364,0
45023,BaP,DENI067,2012,0.31,99.39,100,10364,0
49307,BaP,DENI067,2013,0.25,NULL,NULL,NULL,0
45024,BaP,DENI068,2008,0.86,36.53,100,7558,0
45025,BaP,DENI068,2011,0.55,99.13,100,7558,0
45026,BaP,DENI068,2012,0.47,99.39,100,7558,0
49282,BaP,DENI068,2013,0.46,NULL,NULL,NULL,0
45027,BaP,DENW008,2008,0.30,99.94,100,550090,0
45028,BaP,DENW008,2009,0.29,99.86,100,550090,0
45029,BaP,DENW008,2010,0.27,99.86,100,550090,0
45030,BaP,DENW008,2011,0.28,99.86,100,550090,0
45031,BaP,DENW008,2012,0.19,99.86,100,550090,0
49274,BaP,DENW008,2013,0.17,NULL,NULL,NULL,0
45032,BaP,DENW022,2007,0.64,49.86,100,247016,0
45033,BaP,DENW022,2008,0.56,49.73,100,247016,0
45034,BaP,DENW022,2009,0.60,99.86,100,247016,0
45035,BaP,DENW022,2010,0.39,99.86,100,247016,0
45036,BaP,DENW022,2011,0.38,99.86,100,247016,0
45037,BaP,DENW022,2012,0.21,99.86,100,247016,0
45038,BaP,DENW038,2008,0.38,99.94,100,156521,0
45039,BaP,DENW038,2009,0.30,99.86,100,156521,0
45040,BaP,DENW038,2010,0.29,99.86,100,156521,0
45041,BaP,DENW038,2011,0.25,91.38,100,156521,0
45042,BaP,DENW038,2012,0.19,99.73,100,156521,0
49283,BaP,DENW038,2013,0.16,NULL,NULL,NULL,0
45043,BaP,DENW040,2008,0.32,99.94,100,460881,0
45044,BaP,DENW040,2009,0.30,99.86,100,460881,0
45045,BaP,DENW040,2010,0.25,99.86,100,460881,0
45046,BaP,DENW040,2011,0.22,99.86,100,230440,0
45047,BaP,DENW040,2012,0.16,99.86,100,230440,0
49300,BaP,DENW040,2013,0.16,NULL,NULL,NULL,0
45048,BaP,DENW053,2008,0.25,99.94,100,922912,0
45049,BaP,DENW053,2009,0.21,99.86,100,922912,0
45050,BaP,DENW053,2010,0.21,99.86,100,922912,0
45051,BaP,DENW053,2011,0.17,99.86,100,922912,0
45052,BaP,DENW053,2012,0.16,99.86,100,922912,0
49263,BaP,DENW053,2013,0.15,NULL,NULL,NULL,0
45053,BaP,DENW067,2008,0.22,99.94,100,305113,0
45054,BaP,DENW067,2009,0.27,99.86,100,305113,0
45055,BaP,DENW067,2010,0.29,99.86,100,305113,0
45056,BaP,DENW067,2011,0.30,99.86,100,305113,0
45057,BaP,DENW067,2012,0.21,99.86,100,305113,0
49278,BaP,DENW067,2013,0.19,NULL,NULL,NULL,0
45058,BaP,DENW082,2009,0.58,32.88,100,35314,0
45059,BaP,DENW082,2010,0.44,95.89,100,35314,0
45060,BaP,DENW082,2011,0.26,96.44,100,35314,0
45061,BaP,DENW082,2012,0.19,96.72,100,35314,0
49275,BaP,DENW082,2013,0.18,NULL,NULL,NULL,0
45062,BaP,DENW100,2008,0.34,99.94,100,16041,0
45063,BaP,DENW100,2009,0.91,99.86,100,16041,0
45064,BaP,DENW100,2010,8.77,99.86,100,16041,1
45065,BaP,DENW100,2011,0.73,97.65,100,16041,0
45066,BaP,DENW100,2012,0.48,99.55,100,16041,0
49290,BaP,DENW100,2013,0.76,NULL,NULL,NULL,0
45067,BaP,DENW112,2008,0.35,99.94,100,30463,0
45068,BaP,DENW112,2009,0.32,99.86,100,30463,0
45069,BaP,DENW112,2010,0.31,99.86,100,30463,0
45070,BaP,DENW112,2011,0.26,99.86,100,30463,0
45071,BaP,DENW112,2012,0.20,99.86,100,30463,0
49301,BaP,DENW112,2013,0.19,NULL,NULL,NULL,0
45072,BaP,DENW133,2008,0.33,99.94,100,12102,0
45073,BaP,DENW189,2008,0.42,99.94,100,22041,0
45074,BaP,DENW189,2009,0.35,99.86,100,22041,0
45075,BaP,DENW189,2010,0.30,99.86,100,22041,0
45076,BaP,DENW189,2011,0.25,99.86,100,22041,0
45077,BaP,DENW189,2012,0.21,99.86,100,22041,0
49312,BaP,DENW189,2013,0.22,NULL,NULL,NULL,0
45078,BaP,DENW207,2008,0.25,99.94,100,16068,0
45079,BaP,DENW207,2009,0.26,99.86,100,16068,0
45080,BaP,DENW207,2010,0.25,99.86,100,16068,0
45081,BaP,DENW207,2011,0.23,99.86,100,16068,0
45082,BaP,DENW207,2012,0.17,99.86,100,16068,0
49305,BaP,DENW207,2013,0.18,NULL,NULL,NULL,0
45083,BaP,DENW212,2008,0.25,99.94,100,61003,0
45084,BaP,DENW212,2009,0.24,99.86,100,61003,0
45085,BaP,DENW212,2010,0.23,99.86,100,61003,0
45086,BaP,DENW212,2011,0.19,99.86,100,61003,0
45087,BaP,DENW212,2012,0.19,99.86,100,61003,0
49264,BaP,DENW212,2013,0.17,NULL,NULL,NULL,0
45088,BaP,DENW247,2009,0.19,99.86,100,559437,0
45089,BaP,DENW286,2010,0.29,45.96,100,7491,0
45090,BaP,DENW309,2011,0.22,58.56,100,230440,0
45091,BaP,DENW309,2012,0.36,33.02,100,230440,0
45092,BaP,DERP011,2007,0.20,31.78,100,12045,0
45093,BaP,DERP011,2008,0.30,43.99,100,12045,0
45094,BaP,DERP011,2009,0.52,48.49,100,12045,0
45095,BaP,DERP011,2010,0.33,45.21,100,12045,0
45096,BaP,DERP011,2011,0.37,49.32,100,12045,0
45097,BaP,DERP011,2012,0.30,48.09,100,12045,0
49291,BaP,DERP011,2013,0.21,NULL,NULL,NULL,0
45098,BaP,DESH026,2008,0.29,66.92,100,13225,0
45099,BaP,DESH026,2009,0.30,99.86,100,13225,0
45100,BaP,DESH026,2010,0.33,99.86,100,13225,0
45101,BaP,DESH026,2011,0.32,99.86,100,13225,0
45102,BaP,DESH026,2012,0.41,99.86,100,13225,0
45103,BaP,DESH027,2007,0.17,91.46,100,14260,0
45104,BaP,DESH027,2008,0.29,99.94,100,14260,0
45105,BaP,DESH033,2009,0.15,91.38,100,215734,0
45106,BaP,DESH033,2010,0.26,99.86,100,215734,0
45107,BaP,DESH033,2011,0.18,99.86,100,215734,0
45108,BaP,DESH033,2012,0.19,99.86,100,215734,0
49292,BaP,DESH033,2013,0.08,NULL,NULL,NULL,0
45109,BaP,DESL012,2008,0.35,94.02,100,167742,0
45110,BaP,DESL012,2009,0.38,98.66,100,167742,0
45111,BaP,DESL012,2010,0.42,97.27,100,167742,0
45112,BaP,DESL012,2011,0.47,97.83,100,167742,0
45113,BaP,DESL012,2012,0.41,97.56,100,167742,0
49293,BaP,DESL012,2013,0.36,NULL,NULL,NULL,0
45114,BaP,DESN011,2011,0.49,32.88,100,230659,0
45115,BaP,DESN011,2012,0.59,32.79,100,230659,0
49303,BaP,DESN011,2013,0.55,NULL,NULL,NULL,0
45116,BaP,DESN020,2006,1.39,33.43,500,3696,1
45117,BaP,DESN020,2007,0.97,32.60,500,3696,0
45118,BaP,DESN020,2008,0.88,33.06,500,3696,0
45119,BaP,DESN020,2009,0.85,33.43,500,3696,0
45120,BaP,DESN020,2010,1.24,33.15,500,3696,1
45121,BaP,DESN020,2011,1.15,32.60,500,3696,1
45122,BaP,DESN020,2012,1.28,32.79,500,3696,1
49298,BaP,DESN020,2013,1.16,NULL,NULL,NULL,1
45123,BaP,DESN025,2006,0.55,33.15,500,15532,0
45124,BaP,DESN025,2007,0.45,32.60,500,15532,0
45125,BaP,DESN025,2008,0.37,29.24,500,31064,0
45126,BaP,DESN025,2009,0.33,27.67,500,15532,0
45127,BaP,DESN025,2010,0.61,33.43,500,15532,0
45128,BaP,DESN025,2011,0.52,32.88,500,15532,0
45129,BaP,DESN025,2012,0.55,33.33,500,15532,0
49270,BaP,DESN025,2013,0.43,NULL,NULL,NULL,0
45130,BaP,DESN047,2006,0.86,33.15,500,6044,0
45131,BaP,DESN047,2007,0.69,32.88,500,6044,0
45132,BaP,DESN060,2006,0.60,33.43,500,7623,0
45133,BaP,DESN060,2007,0.54,32.60,500,7623,0
45134,BaP,DESN060,2009,0.50,32.88,500,7623,0
45135,BaP,DESN060,2010,0.62,33.43,500,7623,0
45136,BaP,DESN061,2006,0.83,31.78,500,15584,0
45137,BaP,DESN061,2007,0.63,32.88,500,15584,0
45138,BaP,DESN061,2009,0.60,32.88,500,15584,0
45139,BaP,DESN061,2010,0.75,33.43,500,15584,0
45140,BaP,DESN061,2011,0.60,32.88,500,15584,0
45141,BaP,DESN061,2012,0.82,32.79,500,15584,0
49272,BaP,DESN061,2013,0.65,NULL,NULL,NULL,0
45142,BaP,DESN077,2006,0.71,32.06,500,15532,0
45143,BaP,DESN077,2007,0.59,33.15,500,15532,0
45144,BaP,DESN077,2009,0.56,33.15,500,15532,0
45145,BaP,DESN077,2010,0.75,33.43,500,15532,0
45146,BaP,DESN077,2011,0.62,32.88,500,15532,0
45147,BaP,DESN077,2012,0.69,32.79,500,15532,0
49271,BaP,DESN077,2013,0.54,NULL,NULL,NULL,0
45148,BaP,DESN083,2006,0.78,33.43,500,7623,0
45149,BaP,DESN083,2007,0.68,32.88,500,7623,0
45150,BaP,DESN083,2009,0.61,33.15,500,7623,0
45151,BaP,DESN083,2010,0.72,33.15,500,7623,0
45152,BaP,DESN083,2011,0.69,32.60,500,15246,0
45153,BaP,DESN083,2012,0.72,33.33,500,15246,0
49304,BaP,DESN083,2013,0.66,NULL,NULL,NULL,0
45154,BaP,DESN084,2006,0.83,32.06,500,15584,0
45155,BaP,DESN084,2007,0.65,32.33,500,15584,0
45156,BaP,DESN084,2009,0.60,33.43,500,15584,0
45157,BaP,DESN084,2010,0.90,33.15,500,15584,0
45158,BaP,DESN084,2011,0.62,33.15,500,15584,0
45159,BaP,DESN084,2012,0.74,33.33,500,15584,0
49273,BaP,DESN084,2013,0.69,NULL,NULL,NULL,0
45160,BaP,DESN091,2009,0.70,33.43,100,6044,0
45161,BaP,DESN091,2010,0.80,33.43,100,6044,0
45162,BaP,DEST075,2007,0.44,27.40,100,14669,0
45163,BaP,DEST075,2008,0.41,33.06,100,14669,0
45164,BaP,DEST075,2009,0.56,32.33,100,14669,0
45165,BaP,DEST075,2010,0.53,33.43,100,14669,0
45166,BaP,DEST075,2011,0.47,33.15,100,14669,0
45167,BaP,DEST075,2012,0.24,33.06,100,14669,0
49279,BaP,DEST075,2013,0.21,NULL,NULL,NULL,0
45168,BaP,DEST076,2007,0.24,29.04,100,14212,0
45169,BaP,DEST076,2008,0.22,33.33,100,14212,0
45170,BaP,DEST076,2009,0.32,32.88,100,14212,0
45171,BaP,DEST076,2010,0.36,33.97,100,14212,0
45172,BaP,DEST076,2011,0.40,32.88,100,14212,0
45173,BaP,DEST076,2012,0.31,33.06,100,14212,0
49280,BaP,DEST076,2013,0.25,NULL,NULL,NULL,0
45174,BaP,DK0034A,2007,0.31,58.64,100,32332,0
45175,BaP,DK0034A,2008,0.38,91.53,100,32332,0
45176,BaP,DK0034A,2009,0.22,83.84,100,32332,0
45177,BaP,DK0034A,2010,0.24,72.06,100,32332,0
45178,BaP,DK0034A,2011,0.19,59.73,100,32332,0
45179,BaP,DK0034A,2012,0.24,97.54,100,32332,0
49313,BaP,DK0034A,2013,0.24,NULL,NULL,NULL,0
45180,BaP,EE0018A,2009,0.33,100.00,100,382007,0
45181,BaP,EE0018A,2010,0.32,96.99,100,382007,0
45182,BaP,EE0018A,2011,0.31,100.00,100,382007,0
49314,BaP,EE0018A,2013,0.26,NULL,NULL,NULL,0
45183,BaP,EE0021A,2012,2.62,15.30,100,92663,1
45184,BaP,EE0022A,2012,0.32,15.85,100,62479,0
49315,BaP,EE0022A,2013,0.38,NULL,NULL,NULL,0
45185,BaP,ES0041A,2010,0.15,22.19,102,18527,0
45186,BaP,ES0041A,2011,0.05,36.44,102,18527,0
45187,BaP,ES0041A,2012,0.16,22.68,102,18527,0
49327,BaP,ES0041A,2013,0.36,NULL,NULL,NULL,0
45188,BaP,ES0559A,2007,0.29,40.27,100,84676,0
45189,BaP,ES0559A,2008,0.26,59.84,100,84676,0
45190,BaP,ES0559A,2009,0.19,54.80,100,21169,0
45191,BaP,ES0559A,2010,0.20,58.63,100,21169,0
45192,BaP,ES0559A,2011,0.18,56.99,100,16935,0
45193,BaP,ES0559A,2012,0.17,91.53,100,16935,0
49316,BaP,ES0559A,2013,0.17,NULL,NULL,NULL,0
45194,BaP,ES0567A,2007,0.15,44.11,100,1512981,0
45195,BaP,ES0567A,2008,0.12,57.92,100,756491,0
45196,BaP,ES0567A,2009,0.10,55.62,100,756491,0
45197,BaP,ES0567A,2010,0.14,60.82,100,378245,0
45198,BaP,ES0567A,2011,0.09,50.41,100,378245,0
45199,BaP,ES0567A,2012,0.11,53.83,100,378245,0
49317,BaP,ES0567A,2013,0.09,NULL,NULL,NULL,0
45200,BaP,ES0691A,2009,0.16,52.60,102,21169,0
45201,BaP,ES0691A,2010,0.20,65.75,102,21169,0
45202,BaP,ES0691A,2011,0.14,90.41,102,16935,0
45203,BaP,ES0691A,2012,0.15,91.53,102,16935,0
49318,BaP,ES0691A,2013,0.14,NULL,NULL,NULL,0
49329,BaP,ES1138A,2013,0.57,NULL,NULL,NULL,0
45204,BaP,ES1225A,2012,0.38,14.48,102,6686,0
49336,BaP,ES1225A,2013,0.34,NULL,NULL,NULL,0
45205,BaP,ES1269A,2011,0.20,17.26,102,11400,0
45206,BaP,ES1393A,2011,0.07,15.62,102,9735,0
45207,BaP,ES1393A,2012,0.06,96.72,102,9735,0
49335,BaP,ES1393A,2013,0.03,NULL,NULL,NULL,0
45208,BaP,ES1396A,2009,0.11,52.60,102,21169,0
45209,BaP,ES1396A,2010,0.12,60.55,102,21169,0
45210,BaP,ES1396A,2011,0.11,59.45,102,16935,0
45211,BaP,ES1396A,2012,0.10,59.56,102,16935,0
49319,BaP,ES1396A,2013,0.10,NULL,NULL,NULL,0
45212,BaP,ES1425A,2010,0.08,14.80,102,662423,0
45213,BaP,ES1425A,2012,0.07,96.72,102,662423,0
49325,BaP,ES1425A,2013,0.03,NULL,NULL,NULL,0
45214,BaP,ES1438A,2011,0.18,78.36,102,16935,0
45215,BaP,ES1438A,2012,0.20,85.25,102,16935,0
49320,BaP,ES1438A,2013,0.19,NULL,NULL,NULL,0
45216,BaP,ES1480A,2009,0.18,52.88,102,21169,0
45217,BaP,ES1480A,2010,0.18,66.03,102,21169,0
45218,BaP,ES1480A,2011,0.16,68.49,102,16935,0
45219,BaP,ES1480A,2012,0.17,59.02,102,16935,0
49321,BaP,ES1480A,2013,0.16,NULL,NULL,NULL,0
45220,BaP,ES1492A,2010,0.10,24.66,102,11895,0
45221,BaP,ES1492A,2011,0.06,28.22,102,11895,0
45222,BaP,ES1492A,2012,0.14,14.48,102,11895,0
49326,BaP,ES1492A,2013,0.11,NULL,NULL,NULL,0
45223,BaP,ES1555A,2011,0.11,14.52,102,62171,0
45224,BaP,ES1555A,2012,0.13,15.57,102,62171,0
49331,BaP,ES1555A,2013,0.09,NULL,NULL,NULL,0
45225,BaP,ES1560A,2011,0.22,15.89,102,12653,0
45226,BaP,ES1560A,2012,0.23,96.72,102,12653,0
49332,BaP,ES1560A,2013,0.12,NULL,NULL,NULL,0
45227,BaP,ES1568A,2010,0.11,32.06,102,200644,0
45228,BaP,ES1568A,2011,0.12,32.06,102,200644,0
45229,BaP,ES1568A,2012,0.10,32.51,102,200644,0
49333,BaP,ES1568A,2013,0.13,NULL,NULL,NULL,0
45230,BaP,ES1593A,2012,0.04,40.15,102,87679,0
49330,BaP,ES1593A,2013,0.02,NULL,NULL,NULL,0
49334,BaP,ES1697A,2013,0.10,NULL,NULL,NULL,0
45231,BaP,ES1750A,2011,0.09,14.80,102,530591,0
45232,BaP,ES1750A,2012,0.11,96.72,102,530591,0
45233,BaP,ES1752A,2010,0.08,32.33,102,104657,0
45234,BaP,ES1752A,2011,0.10,32.60,102,104657,0
45235,BaP,ES1752A,2012,0.10,32.79,102,104657,0
49337,BaP,ES1752A,2013,0.13,NULL,NULL,NULL,0
45236,BaP,ES1799A,2011,0.10,16.16,102,305893,0
45237,BaP,ES1799A,2012,0.09,96.72,102,305893,0
49328,BaP,ES1799A,2013,0.06,NULL,NULL,NULL,0
45238,BaP,ES1818A,2008,0.08,16.39,102,73875,0
45239,BaP,ES1818A,2010,0.19,32.06,102,73875,0
45240,BaP,ES1852A,2010,0.09,21.92,102,378245,0
45241,BaP,ES1852A,2011,0.09,24.11,102,378245,0
45242,BaP,ES1852A,2012,0.08,74.59,102,378245,0
49322,BaP,ES1852A,2013,0.07,NULL,NULL,NULL,0
45243,BaP,ES1856A,2008,0.10,69.67,102,756491,0
45244,BaP,ES1856A,2009,0.09,64.66,102,756491,0
45245,BaP,ES1856A,2010,0.10,82.19,102,378245,0
45246,BaP,ES1856A,2011,0.08,77.26,102,378245,0
45247,BaP,ES1856A,2012,0.10,68.58,104,378245,0
49323,BaP,ES1856A,2013,0.08,NULL,NULL,NULL,0
45248,BaP,ES1900A,2010,0.13,80.55,102,378245,0
45249,BaP,ES1900A,2011,0.12,67.40,102,378245,0
45250,BaP,ES1900A,2012,0.11,75.14,102,378245,0
49324,BaP,ES1900A,2013,0.11,NULL,NULL,NULL,0
45251,BaP,FI00425,2009,0.27,96.71,100,261219,0
45252,BaP,FI00425,2010,0.30,96.70,100,261219,0
45253,BaP,FI00425,2011,0.32,100.00,100,261219,0
45254,BaP,FI00425,2012,0.25,100.00,100,261219,0
49338,BaP,FI00425,2013,0.25,NULL,NULL,NULL,0
45255,BaP,FI00781,2009,0.50,88.49,100,261219,0
45256,BaP,FI00781,2010,0.58,88.48,100,261219,0
45257,BaP,FI00781,2011,0.70,100.00,100,261219,0
45258,BaP,FI00781,2012,0.55,100.00,100,261219,0
